street_id,u,v,length,oneway,u_lat,u_lon,v_lat,v_lon
5003747,423833948,423793584,90.57,no,35.77241897583008,51.46565246582031,35.77174758911133,51.465084075927734
17099043,177540293,423832815,296.273,yes,35.771034240722656,51.46446228027344,35.77217483520508,51.46149444580078
787945693,4429684144,423832815,62.573,no,35.77263641357422,51.461891174316406,35.77217483520508,51.46149444580078
687277053,177540293,423793585,97.898,no,35.771034240722656,51.46446228027344,35.77031707763672,51.46383285522461
36333153,9339973930,423793585,296.275,yes,35.77145767211914,51.46086502075195,35.77031707763672,51.46383285522461
25359125,4316456842,4316456836,105.35,yes,35.774864196777344,51.45629119873047,35.77397537231445,51.45588684082031
432691036,4695969092,4316456836,26.47,yes,35.77406692504883,51.45561599731445,35.77397537231445,51.45588684082031
475913444,4695924413,4316456836,50.108,no,35.77382278442383,51.4564094543457,35.77397537231445,51.45588684082031
475917055,4316456842,4695969096,64.756,no,35.774864196777344,51.45629119873047,35.774658203125,51.45696258544922
1037994045,4316456842,4316456845,109.682,yes,35.774864196777344,51.45629119873047,35.77518844604492,51.455142974853516
36333156,4316456840,4316456845,55.739,yes,35.77471923828125,51.454925537109375,35.77518844604492,51.455142974853516
25359125,4316456836,423832593,90.431,yes,35.77397537231445,51.45588684082031,35.77321243286133,51.45553970336914
25359125,423832593,4695969093,14.919,yes,35.77321243286133,51.45553970336914,35.77308654785156,51.455482482910156
475913455,423832593,4695924422,59.718,no,35.77321243286133,51.45553970336914,35.77303695678711,51.4561653137207
25359125,4695969093,4695924428,57.052,yes,35.77308654785156,51.455482482910156,35.772605895996094,51.45526123046875
475917054,4695969093,4695969094,109.966,yes,35.77308654785156,51.455482482910156,35.77341842651367,51.4543342590332
36333156,4695975725,4695969094,25.781,yes,35.77320098876953,51.4542350769043,35.77341842651367,51.4543342590332
25359125,4695924428,4695969091,65.566,yes,35.772605895996094,51.45526123046875,35.77205276489258,51.45500946044922
475917053,4695969090,4695969091,110.043,yes,35.77244186401367,51.453887939453125,35.77205276489258,51.45500946044922
475913460,4695924428,4695924427,56.454,no,35.772605895996094,51.45526123046875,35.77240753173828,51.45583724975586
25359125,4695969091,4695924438,14.919,yes,35.77205276489258,51.45500946044922,35.77192687988281,51.454952239990234
25359125,4695924438,4695924440,46.191,yes,35.77192687988281,51.454952239990234,35.77153778076172,51.45477294921875
475913472,4695924438,4695924437,51.349,no,35.77192687988281,51.454952239990234,35.771759033203125,51.455482482910156
25359125,4695924440,423832592,118.957,yes,35.77153778076172,51.45477294921875,35.77053451538086,51.454315185546875
66689939,1864300705,423832592,130.141,yes,35.77011489868164,51.45566177368164,35.77053451538086,51.454315185546875
475913474,4695924440,4695924439,64.139,no,35.77153778076172,51.45477294921875,35.771339416503906,51.455440521240234
36333140,4998084446,9512321115,132.892,yes,35.763710021972656,51.4554328918457,35.76319885253906,51.456764221191406
1032394565,9512321114,9512321115,5.103,no,35.763240814208984,51.456787109375,35.76319885253906,51.456764221191406
909273878,4998084446,4998084444,30.332,no,35.763710021972656,51.4554328918457,35.76344299316406,51.45536422729492
36333140,9512321115,33238927,127.448,yes,35.76319885253906,51.456764221191406,35.76271057128906,51.45804214477539
36926305,5024815124,33238927,64.689,yes,35.762184143066406,51.45773696899414,35.76271057128906,51.45804214477539
1073272230,4450941429,33238927,5.057,no,35.76274871826172,51.458072662353516,35.76271057128906,51.45804214477539
36333145,423793586,423793593,297.964,yes,35.769622802734375,51.46323013305664,35.77075958251953,51.46023941040039
787945693,423832796,423793593,31.514,no,35.77098846435547,51.460445404052734,35.77075958251953,51.46023941040039
687277053,423793586,423793587,95.718,no,35.769622802734375,51.46323013305664,35.7689208984375,51.462615966796875
276971307,423793594,423793587,295.917,yes,35.77002716064453,51.459632873535156,35.7689208984375,51.462615966796875
36333146,423793587,423793620,296.392,yes,35.7689208984375,51.462615966796875,35.767765045166016,51.465576171875
823566677,429412537,423793620,94.464,no,35.76701354980469,51.465087890625,35.767765045166016,51.465576171875
687277053,423793587,429412522,91.556,no,35.7689208984375,51.462615966796875,35.76824951171875,51.46202850341797
441800565,429412537,429412522,308.349,yes,35.76701354980469,51.465087890625,35.76824951171875,51.46202850341797
36333147,423793628,4695818020,36.493,yes,35.7643928527832,51.45301818847656,35.76469802856445,51.45316696166992
36333147,4695818020,5257384708,15.042,yes,35.76469802856445,51.45316696166992,35.76482391357422,51.45322799682617
475901721,4695818020,4695818019,46.73,no,35.76469802856445,51.45316696166992,35.76453399658203,51.453643798828125
36333147,5257384708,4695667407,88.027,yes,35.76482391357422,51.45322799682617,35.765560150146484,51.45358657836914
475882522,4695667399,4695667407,137.657,yes,35.76599884033203,51.4521598815918,35.765560150146484,51.45358657836914
875738455,5257384708,5254232803,137.944,yes,35.76482391357422,51.45322799682617,35.765411376953125,51.451881408691406
542354595,4695667397,5254232803,39.113,yes,35.76573944091797,51.4520378112793,35.765411376953125,51.451881408691406
36333147,4695667407,4695667401,65.964,yes,35.765560150146484,51.45358657836914,35.766117095947266,51.45383834838867
475882518,4695667407,4695667406,29.042,no,35.765560150146484,51.45358657836914,35.76545333862305,51.453880310058594
475882521,4695667405,4695667406,27.733,no,35.76568603515625,51.4539909362793,35.76545333862305,51.453880310058594
36333147,4695667401,4695818018,135.589,yes,35.766117095947266,51.45383834838867,35.76726150512695,51.4543571472168
475882519,4695667401,4695667400,44.497,no,35.766117095947266,51.45383834838867,35.765960693359375,51.45429229736328
36333147,4695818018,4695818016,16.233,yes,35.76726150512695,51.4543571472168,35.767398834228516,51.45441818237305
475901720,4695818018,4695818017,36.695,no,35.76726150512695,51.4543571472168,35.76737594604492,51.453975677490234
36333147,4695818016,4695818013,58.763,yes,35.767398834228516,51.45441818237305,35.76789474487305,51.45464324951172
475901718,4695818014,4695818013,52.666,no,35.7680549621582,51.45409393310547,35.76789474487305,51.45464324951172
475901719,4695818016,6322941660,20.411,no,35.767398834228516,51.45441818237305,35.767330169677734,51.454627990722656
36333147,4695818013,4879764419,56.815,yes,35.76789474487305,51.45464324951172,35.768375396728516,51.454856872558594
36335908,423832591,4879764419,131.902,yes,35.768798828125,51.4534912109375,35.768375396728516,51.454856872558594
1171069951,10882786108,4879764419,17.977,yes,35.76836013793945,51.455055236816406,35.768375396728516,51.454856872558594
36333147,4879764419,4695882304,97.994,yes,35.768375396728516,51.454856872558594,35.76919937133789,51.45524215698242
509461380,4879764419,10882786110,18.675,yes,35.768375396728516,51.454856872558594,35.76829147338867,51.45503616333008
36333147,4695882304,4695882301,4.058,yes,35.76919937133789,51.45524215698242,35.76923370361328,51.455257415771484
475908386,4695882302,4695882301,48.025,no,35.76938247680664,51.45475769042969,35.76923370361328,51.455257415771484
475908387,4695882304,4695882303,36.357,no,35.76919937133789,51.45524215698242,35.76907730102539,51.45561599731445
36333147,4695882301,4695924450,86.493,yes,35.76923370361328,51.455257415771484,35.769962310791016,51.45559310913086
36333147,4695924450,1864300705,18.063,yes,35.769962310791016,51.45559310913086,35.77011489868164,51.45566177368164
475913483,4695924450,4695924449,44.535,no,35.769962310791016,51.45559310913086,35.76982879638672,51.456058502197266
36333147,1864300705,4695924446,67.396,yes,35.77011489868164,51.45566177368164,35.77068328857422,51.4559211730957
36333147,4695924446,4695924443,16.75,yes,35.77068328857422,51.4559211730957,35.77082443237305,51.45598602294922
475913478,4695924444,4695924443,36.693,no,35.770938873291016,51.455604553222656,35.77082443237305,51.45598602294922
475913479,4695924446,4695924445,40.727,no,35.77068328857422,51.4559211730957,35.770565032958984,51.45634841918945
36333147,4695924443,4695924442,31.669,yes,35.77082443237305,51.45598602294922,35.77109146118164,51.45610809326172
36333147,4695924442,4695924436,7.202,yes,35.77109146118164,51.45610809326172,35.77115249633789,51.45613479614258
475913476,4695924442,4695924441,47.041,no,35.77109146118164,51.45610809326172,35.77093505859375,51.45659255981445
36333147,4695924436,4695924430,142.51,yes,35.77115249633789,51.45613479614258,35.77235412597656,51.45668411254883
475913470,4695924436,4695924435,31.44,no,35.77115249633789,51.45613479614258,35.77124786376953,51.455806732177734
36333147,4695924430,423793625,40.183,yes,35.77235412597656,51.45668411254883,35.7726936340332,51.45683670043945
475913462,4695924430,4695924429,42.896,no,35.77235412597656,51.45668411254883,35.772212982177734,51.45712661743164
36333147,423793625,4695924423,22.76,yes,35.7726936340332,51.45683670043945,35.772884368896484,51.45692825317383
475913457,4695924424,4695924423,48.493,no,35.77303695678711,51.456424713134766,35.772884368896484,51.45692825317383
36333147,4695924423,4695924416,15.834,yes,35.772884368896484,51.45692825317383,35.77301788330078,51.45698928833008
36333147,4695924416,4695924419,63.977,yes,35.77301788330078,51.45698928833008,35.773555755615234,51.45724105834961
475913449,4695924417,4695924419,32.738,no,35.773651123046875,51.4568977355957,35.773555755615234,51.45724105834961
475913446,4695924416,4695924415,41.948,no,35.77301788330078,51.45698928833008,35.772884368896484,51.45742416381836
36333147,4695924419,4316456839,109.373,yes,35.773555755615234,51.45724105834961,35.77447509765625,51.457672119140625
475917055,4695969095,4316456839,60.752,no,35.77467727661133,51.45704650878906,35.77447509765625,51.457672119140625
475913451,4695924419,4695924418,32.531,no,35.773555755615234,51.45724105834961,35.7734489440918,51.457576751708984
36333147,4316456839,4695924412,20.291,yes,35.77447509765625,51.457672119140625,35.7746467590332,51.45774841308594
36333147,4695924412,4695969106,83.594,yes,35.7746467590332,51.45774841308594,35.77534866333008,51.45808029174805
475913442,4695924412,4695924411,36.22,no,35.7746467590332,51.45774841308594,35.774513244628906,51.45811462402344
36333147,4695969106,4695969108,26.298,yes,35.77534866333008,51.45808029174805,35.775569915771484,51.45818328857422
475917060,4695969106,4695969105,34.448,no,35.77534866333008,51.45808029174805,35.77547073364258,51.45772933959961
36333147,4695969108,4695924400,58.485,yes,35.775569915771484,51.45818328857422,35.77606201171875,51.458412170410156
475913428,4695924401,4695924400,38.906,no,35.77619171142578,51.458011627197266,35.77606201171875,51.458412170410156
475917061,4695969108,4695969107,50.067,no,35.775569915771484,51.45818328857422,35.77573776245117,51.45766830444336
36333147,4695924400,4695924403,37.678,yes,35.77606201171875,51.458412170410156,35.7763786315918,51.458560943603516
36333147,4695924403,423793624,98.513,yes,35.7763786315918,51.458560943603516,35.7772216796875,51.45889663696289
160115930,1707151175,423793624,101.092,no,35.777557373046875,51.457855224609375,35.7772216796875,51.45889663696289
475913432,4695924403,4695924402,46.41,no,35.7763786315918,51.458560943603516,35.77622985839844,51.459041595458984
787945693,9339973930,423832796,64.461,no,35.77145767211914,51.46086502075195,35.77098846435547,51.460445404052734
36337111,423832797,423832796,130.73,yes,35.771705627441406,51.45929718017578,35.77098846435547,51.460445404052734
36333154,423793656,423793655,114.722,yes,35.76783752441406,51.456634521484375,35.768821716308594,51.45701599121094
440249249,4379726019,423793655,117.551,yes,35.76820755004883,51.45807647705078,35.768821716308594,51.45701599121094
282114431,423793656,423832793,84.844,yes,35.76783752441406,51.456634521484375,35.767539978027344,51.45750045776367
787945693,423793595,423832793,54.405,no,35.7679443359375,51.45783996582031,35.767539978027344,51.45750045776367
36333154,423793655,423793654,92.846,yes,35.768821716308594,51.45701599121094,35.76957702636719,51.457454681396484
445561294,4429680697,423793654,104.381,yes,35.77050018310547,51.457664489746094,35.76957702636719,51.457454681396484
440249249,423793655,4379726030,54.275,yes,35.768821716308594,51.45701599121094,35.76893997192383,51.4564323425293
36337127,4695924448,4379726030,93.788,yes,35.76972579956055,51.456809997558594,35.76893997192383,51.4564323425293
36333154,423793654,4429680696,93.489,yes,35.76957702636719,51.457454681396484,35.770267486572266,51.458045959472656
445561293,4429680695,4429680696,132.872,yes,35.76953887939453,51.45921325683594,35.770267486572266,51.458045959472656
440249247,423793654,4379726029,134.082,yes,35.76957702636719,51.457454681396484,35.76886749267578,51.458656311035156
787945693,429412485,4379726029,60.356,no,35.769317626953125,51.45903015136719,35.76886749267578,51.458656311035156
